Machine_Type,Company Code,Name of recipient,Equipment,Description of technical object,Status,Specification,Chassis number,Engine serial number,Engine Model,Engine power,Engine capacity,License plate number,Tax,Insurance,Duties,Note,Class,Asset,Manufacturer of asset,Keyword,Registered
Heavy,2000,เสริมสนามบินกระบี่2000,PBR-032,รถไม้กวาด MIDWAY 34-TD,Stand by/รอใช้งาน,เสริม ชุด1+2 สำรอง,,,,0,0,,,,0,,PBR,221000000000,MIDWAY,รถไม้กวาด,
Heavy,2000,ศูนย์ซ่อมสระบุรี_2000,PBR-033,รถไม้กวาด BK44-COMPLETE (รุ่นพิเศษ),Stand by/รอใช้งาน,,,,,0,0,,,,0,,PBR,221000000000,,รถไม้กวาด,
Support,2000,พระราม 3-ตอน 1_2000,PCM-001,เครื่องขัดหน้าคอนกรีต Polished Concrete,Stand by/รอใช้งาน,,,,,0,0,,,,0,,PCM,223000000000,,เครื่องขัดหน้าคอนกรีต,
Support,2000,ทล.3901ตอน2.2_2000,PCM-002,เครื่องขัดหน้าคอนกรีต Polished Concrete,Stand by/รอย้าย,,,,,0,0,,,,0,,PCM,223000000000,,เครื่องขัดหน้าคอนกรีต,
Support,1000,อ่างเก็บน้ำห้วยฉลอม ตาก,PCM-003,เครื่องขัดหน้าคอนกรีต Polished Concrete,ใช้งาน,,,,,0,0,,,,0,,PCM,123000000000,,เครื่องขัดหน้าคอนกรีต,
Support,1000,รถไฟ4-7สระบุรี_2000,PCM-004,เครื่องขัดหน้าคอนกรีต OKURA 7 HP,ใช้งาน,,,,,0,0,,,,0,,PCM,123000000000,,เครื่องขัดหน้าคอนกรีต,
Support,2000,รถไฟ4-7สระบุรี_2000,PCM-005,เครื่องขัดหน้าคอนกรีต Polished Concrete,ใช้งาน,,,,,0,0,,,,0,,PCM,223000000000,,เครื่องขัดหน้าคอนกรีต,
Support,2000,รถไฟ4-7สระบุรี_2000,PCM-006,เครื่องขัดหน้าคอนกรีต Mar Tarton 9 HP,ใช้งาน,,,,,0,0,,,,0,,PCM,223000000000,,เครื่องขัดหน้าคอนกรีต,
Support,2000,รถไฟ4-7สระบุรี_2000,PDV-003,ปั๊มไดโว่ 3 นิ้ว พร้อมท่ออ่อน 20 เมตร,ใช้งาน,สำหรับ รถไฟ 4-7,,,,0,0,,,,0,,PDV,223000000000,,ปั้มน้ำไดโว่,
Support,2000,รถไฟ4-7สระบุรี_2000,PDV-004,ปั๊มไดโว่ 3 นิ้ว พร้อมท่ออ่อน 20 เมตร,ใช้งาน,สำหรับ รถไฟ 4-7,,,,0,0,,,,0,,PDV,223000000000,,ปั้มน้ำไดโว่,
Support,2000,แจ้งวัฒนะ-ปากเกร็ด,PDV-005,ปั๊มไดโว่ 4 นิ้ว ZUZUMI,ใช้งาน,,,,,0,0,,,,0,,PDV,223000000000,,ปั้มน้ำไดโว่,
Support,2000,แจ้งวัฒนะ-ปากเกร็ด,PDV-006,ปั๊มไดโว่ 4 นิ้ว ZUZUMI,ใช้งาน,,,,,0,0,,,,0,,PDV,223000000000,,ปั้มน้ำไดโว่,
Support,2000,ทล.3901ตอน2.2_2000,PF-001,ปั้มหัวจ่ายน้ำมัน Pump Fuel,Stand by/รอใช้งาน,TANK-001,,,,0,0,,,,0,,PF,223000000000,,ปั้มหัวจ่ายน้ำมัน/PUMP FUEL,
Support,2000,ทล.3901ตอน2.2_2000,PF-002,ปั้มหัวจ่ายน้ำมัน Pump Fuel,Stand by/รอใช้งาน,TANK-002,,,,0,0,,,,0,,PF,223000000000,,ปั้มหัวจ่ายน้ำมัน/PUMP FUEL,
Support,2000,อุโมงค์หัวหิน_1000,PF-003,ปั้มหัวจ่ายน้ำมัน Pump Fuel Tatsuno,ใช้งาน,โกดัง2/ร้านวุฒิพงษ์,,,,0,0,,,,0,,PF,221000000000,Tatsuno,ปั้มหัวจ่ายน้ำมัน/PUMP FUEL,
Support,2000,ศูนย์ซ่อมสระบุรี_2000,PF-004,ปั้มหัวจ่ายน้ำมัน Pump Fuel Tatsuno,พัง/ซาก,พัง/TANK-008,,,,0,0,,,,0,,PF,221000000000,Tatsuno GRMW-180P,ปั้มหัวจ่ายน้ำมัน/PUMP FUEL,
Support,2000,ศูนย์ซ่อมสระบุรี_2000,PF-005,ปั้มหัวจ่ายน้ำมัน Pump Fuel Tatsuno,เสีย/รอซ่อม,พัง/โกดัง2,,,,0,0,,,,0,,PF,223000000000,Tatsuno GRMW-180P,ปั้มหัวจ่ายน้ำมัน/PUMP FUEL,
Support,1000,รถไฟ4-7สระบุรี_2000,PF-006,ปั้มหัวจ่ายน้ำมัน Pump Fuel Tatsuno,ใช้งาน,TANK-007และ015,,,,0,0,,7/10/2564,,0,ประกันสถานีบริการน้ำมัน,PF,123000000000,Tatsuno,ปั้มหัวจ่ายน้ำมัน/PUMP FUEL,
Support,2000,ศูนย์ซ่อมสระบุรี_2000,PF-007,ปั้มหัวจ่ายน้ำมัน Pump Fuel,เสีย/รอซ่อม,พัง/โกดัง2,,,,0,0,,,,0,,PF,221000000000,,ปั้มหัวจ่ายน้ำมัน/PUMP FUEL,
Support,1000,ถนนวงแหวนรอบเมืองตรัง ตอน บ.ควนปริง,PF-008,ปั้มหัวจ่ายน้ำมัน Pump Fuel,ใช้งาน,TANK-011,,,,0,0,,,,0,,PF,123000000000,SHELL,ปั้มหัวจ่ายน้ำมัน/PUMP FUEL,
Support,1000,หน่วยงานสระบุรี(ส่วนกลาง),PF-009,ปั้มหัวจ่ายน้ำมัน Pump Fuel Tatsuno มือ2,ใช้งาน,ส่วนกลาง/TANK-026,,,,0,0,,,,0,,PF,123000000000,บริษัทหลักสี่ออกแบบและวิศวกรรม,ปั้มหัวจ่ายน้ำมัน/PUMP FUEL,
Support,2000,แพล้นท์ยางบางปะหัน_2000,PF-010,ปั้มหัวจ่ายน้ำมัน Pump Fuel Tatsuno มือ2,ใช้งาน,TANK-019,,,,0,0,,,,0,,PF,223000000000,บริษัทหลักสี่ออกแบบและวิศวกรรม,ปั้มหัวจ่ายน้ำมัน/PUMP FUEL,
Support,2000,ศูนย์ซ่อมสระบุรี_2000,PF-011,ปั้มหัวจ่ายน้ำมัน Pump Fuel Tatsuno มือ2,เสีย/รอซ่อม,พัง/โกดัง2,,,,0,0,,,,0,,PF,223000000000,บริษัทหลักสี่ออกแบบและวิศวกรรม,ปั้มหัวจ่ายน้ำมัน/PUMP FUEL,
Support,2000,อ่างเก็บน้ำห้วยฉลอม ตาก,PF-012,ปั้มหัวจ่ายน้ำมัน Pump Fuel Tatsuno มือ2,ใช้งาน,TANK-017 และ018,,,,0,0,,,,0,,PF,223000000000,บริษัทหลักสี่ออกแบบและวิศวกรรม,ปั้มหัวจ่ายน้ำมัน/PUMP FUEL,
Support,1000,ศูนย์ซ่อมสระบุรี_1000,PF-014,ปั้มหัวจ่ายน้ำมัน Pump Fuel Tatsuno มือ2,พัง/ซาก,โกดัง2/พัง-ไม่ซ่อม,,,,0,0,,,,0,,PF,123000000000,บริษัทหลักสี่ออกแบบและวิศวกรรม,ปั้มหัวจ่ายน้ำมัน/PUMP FUEL,
Support,1000,ศูนย์ซ่อมสระบุรี_1000,PF-015,ปั้มหัวจ่ายน้ำมัน Pump Fuel Tatsuno มือ2,พัง/ซาก,พัง/โกดัง2,,,,0,0,,,,0,,PF,123000000000,,ปั้มหัวจ่ายน้ำมัน/PUMP FUEL,
Support,2000,ควนกุน ตอน 1,PF-016,ปั้มหัวจ่ายน้ำมัน Pump Fuel Tatsuno มือ2,ใช้งาน,TANK-016/ควนกุนตอน1,,,,0,0,,,,0,,PF,223000000000,,ปั้มหัวจ่ายน้ำมัน/PUMP FUEL,
Support,1000,ถนนวงแหวนรอบเมืองตรัง ตอน บ.ควนปริง,PLA-004,เครื่องตบดินเพลท HONDA GP-160,ใช้งาน,,,,,0,0,,,,0,,PLA,123000000000,,เครื่องตบดินแบบเพลท,
Support,1000,ศูนย์ซ่อมสระบุรี_1000,PLA-006,เครื่องตบดินเพลทMakita HONDA GX-390 13Hp,เสีย/รอซ่อม,,,1591919,HONDA GX-390,0,0,,,,0,,PLA,121000000000,,เครื่องตบดินแบบเพลท,
Support,1000,พระราม 3-ตอน 1_1000,PLA-008,เครื่องตบดินเพลทHONDA GX-200 5.5HP,ใช้งาน,,GCABT-7874095,,HONDA GX-200,0,0,,,,0,,PLA,121000000000,,เครื่องตบดินแบบเพลท,
Support,1000,ควนกุน ตอน 1_1000,PLA-010,เครื่องตบดินเพลท HONDA 9HP,เสีย/รอซ่อม,รอซ่อมถังน้ำมันบุบ,,,,0,0,,,,0,,PLA,121000000000,,เครื่องตบดินแบบเพลท,
Support,1000,รถไฟ4-7สระบุรี_2000,PLA-011,เครื่องตบดินเพลท HONDA 9HP,ใช้งาน,,,,,0,0,,,,0,,PLA,121000000000,,เครื่องตบดินแบบเพลท,
Support,2000,ทล.3901ตอน2.2_2000,PLA-012,เครื่องตบดินเพลท HONDA GP-160 5.5Hp,Stand by/รอย้าย,,,,,0,0,,,,0,,PLA,221000000000,,เครื่องตบดินแบบเพลท,
Support,2000,ทล.3901ตอน2.2_2000,PLA-013,เครื่องตบดินเพลท HONDA GP-160 5.5Hp,Stand by/รอย้าย,,,,,0,0,,,,0,,PLA,221000000000,,เครื่องตบดินแบบเพลท,
Support,2000,ควนกุน ตอน 1,PLA-014,เครื่องตบดินเพลท HONDA GP-160 5.5Hp,ใช้งาน,,,,,0,0,,,,0,,PLA,221000000000,,เครื่องตบดินแบบเพลท,
Support,2000,อ่างเก็บน้ำห้วยฉลอม ตาก,PLA-016,เครื่องตบดินเพลท HONDA GX-160,ใช้งาน,,GCBRT-3311982,,,0,0,,,,0,,PLA,223000000000,,เครื่องตบดินแบบเพลท,
Support,2000,อุโมงค์หัวหิน_1000,PLA-017,เครื่องตบดินเพลท HONDA GX-160,ใช้งาน,,GCBRT-3339230,,,0,0,,,,0,,PLA,223000000000,,เครื่องตบดินแบบเพลท,
Support,1000,พระราม 3-ตอน 1_1000,PLA-018,เครื่องตบดินเพลท HONDA GX-270(หน้า-หลัง),Stand by/รอใช้งาน,พระราม3,,,HONDA GX-270,0,0,,,,0,,PLA,123000000000,วี.เอส.ดี.เทรดดิ้ง21 จำกัด,เครื่องตบดินแบบเพลท,
Support,2000,แจ้งวัฒนะ-ปากเกร็ด,PLA-019,เครื่องตบดินเพลท MARTON N80 6.5HP,ใช้งาน,แจ้งวัฒนะ,,,,0,0,,,,0,,PLA,223000000000,,เครื่องตบดินแบบเพลท,
Support,2000,ทล.3901ตอน2.2_2000,PP-009,เครื่องสูบน้ำเครื่องยนต์ HONDA GP160สายY,Stand by/รอย้าย,,,,,0,0,,,,0,,PP,223000000000,,เครื่องสูบน้ำ(HONDAเบนซิน),
Support,2000,ทล.3901ตอน2.2_2000,PP-010,เครื่องสูบน้ำเครื่องยนต์ HONDA GP160สายY,Stand by/รอย้าย,,,,,0,0,,,,0,,PP,223000000000,,เครื่องสูบน้ำ(HONDAเบนซิน),
Support,2000,ทล.3901ตอน2.2_2000,PP-011,เครื่องสูบน้ำเครื่องยนต์ HONDA GP160,Stand by/รอย้าย,"ท่อยาว 5""X4ม.",,,,0,0,,,,0,,PP,223000000000,,เครื่องสูบน้ำ(HONDAเบนซิน),
Support,2000,ทล.3901ตอน2.2_2000,PP-012,เครื่องสูบน้ำเครื่องยนต์ HONDA GP160,Stand by/รอย้าย,"ท่อยาว 5""X4ม.",,,,0,0,,,,0,,PP,223000000000,,เครื่องสูบน้ำ(HONDAเบนซิน),
Support,2000,ทล.3901ตอน2.2_2000,PP-013,เครื่องสูบน้ำเครื่องยนต์ HONDA GP160,Stand by/รอย้าย,"ท่อยาว 5""X4ม.",,,,0,0,,,,0,,PP,223000000000,,เครื่องสูบน้ำ(HONDAเบนซิน),
Support,2000,ทล.3901ตอน2.2_2000,PP-014,เครื่องสูบน้ำเครื่องยนต์ HONDA GP160,Stand by/รอย้าย,"ท่อยาว 5""X4ม.",,,,0,0,,,,0,,PP,223000000000,,เครื่องสูบน้ำ(HONDAเบนซิน),
Support,2000,ทล.3901ตอน2.2_2000,PP-016,เครื่องสูบน้ำ HONDA GP160 5.5 HP + สาย Y,Stand by/รอย้าย,สำหรับ ทล.3901 ตอน 2.2,3562880,,,0,0,,,,0,,PP,223000000000,,เครื่องสูบน้ำ(HONDAเบนซิน),
Support,2000,ทล.3901ตอน2.2_2000,PP-017,เครื่องสูบน้ำ HONDA GP160 5.5 HP + สาย Y,Stand by/รอย้าย,สำหรับ ทล.3901 ตอน 2.2,3562895,,,0,0,,,,0,,PP,223000000000,,เครื่องสูบน้ำ(HONDAเบนซิน),
Support,2000,ทล.3901ตอน2.2_2000,PP-018,เครื่องสูบน้ำ HONDA GP160 5.5 HP + สาย Y,Stand by/รอย้าย,สำหรับ ทล.3901 ตอน 2.2,3562920,,,0,0,,,,0,,PP,223000000000,,เครื่องสูบน้ำ(HONDAเบนซิน),
Support,2000,ทล.3901ตอน2.2_2000,PP-019,เครื่องสูบน้ำ HONDA GP160 5.5 HP + สาย,Stand by/รอย้าย,สำหรับ ทล.3901 ตอน 2.2,3581461,,,0,0,,,,0,,PP,223000000000,,เครื่องสูบน้ำ(HONDAเบนซิน),
Support,2000,ทล.3901ตอน2.2_2000,PP-020,เครื่องสูบน้ำ HONDA GP160 5.5 HP + สาย,Stand by/รอย้าย,สำหรับ ทล.3901 ตอน 2.2,3581464,,,0,0,,,,0,,PP,223000000000,,เครื่องสูบน้ำ(HONDAเบนซิน),
Support,2000,ทล.3901ตอน2.2_2000,PP-021,เครื่องสูบน้ำ HONDA GP160 5.5 HP + สาย,Stand by/รอย้าย,สำหรับ ทล.3901 ตอน 2.2,3581489,,,0,0,,,,0,,PP,223000000000,,เครื่องสูบน้ำ(HONDAเบนซิน),
Support,1000,ศูนย์ซ่อมสระบุรี_1000,PP-022,เครื่องสูบน้ำเครื่องยนต์ YANMAR TF160L,เสีย/รอซ่อม,,,,,16,0,,,,0,,PP,123000000000,,เครื่องสูบน้ำ(HONDAเบนซิน),
Support,1000,ศูนย์ซ่อมสระบุรี_1000,PP-024,เครื่องสูบน้ำ HONDA GP160 5.5 HP,เสีย/รอซ่อม,,,,,0,0,,,,0,,PP,123000000000,,เครื่องสูบน้ำ(HONDAเบนซิน),
Support,2000,อ่างเก็บน้ำห้วยฉลอม ตาก,PP-025,เครื่องสูบน้ำ HONDA GP160 5.5 HP,ใช้งาน,,GCBRT-3634456,,,0,0,,,,0,,PP,223000000000,,เครื่องสูบน้ำ(HONDAเบนซิน),
Support,2000,อ่างเก็บน้ำห้วยฉลอม ตาก,PP-026,เครื่องยนต์สูบน้ำ HONDA ขนาด 5.5 HP,ใช้งาน,,,,,0,0,,,,0,,PP,223000000000,,เครื่องสูบน้ำ(HONDAเบนซิน),
Vehicle,1000,แพล้นท์ Segment สระบุรี_1000,PU-088,รถกระบะตอนเดียว NISSAN TGD 21SRU M/T,ใช้งาน,,TGD21-B62413,BD25-T001256,,0,0,2ฌ-6946 กทม.,,,0,กลุ่ม 2 /ไม่เกิน 150 ลิตร,PU,131000000000,NISSAN,รถปิคอัพ,
Vehicle,1000,สนญ CCSP,PU-158,รถกระบะตอนครึ่ง ISUZU TFR M/T,ใช้งาน,,TFR54HPY-A-9948884,4JA1B-22034,ISUZU-4JA1,87,2.5,1ผ-4572 กทม.,20/7/2569,22/11/2569,"1,050.00",กลุ่ม 4 /เฉพาะกิจ,PU,131000000000,ISUZU,รถปิคอัพ,22/11/2534
Vehicle,2000,รถไฟ4-7สระบุรี_2000,PU-162,รถกระบะตอนเดียว ISUZU TFR M/T,ใช้งาน,โฟร์แมนงานดิน,TFR54HP-A-9762373,4JA1-B31953,ISUZU-4JA1,87,2.5,ฒร-6881  กทม.,31/1/2568,30/1/2569,900,กลุ่ม 1 /ไม่เกิน 100 ลิตร,PU,231000000000,ISUZU,รถปิคอัพ,19/12/2534
Vehicle,2000,รถไฟ4-7สระบุรี_2000,PU-167,รถกระบะ4ประตู ISUZU TFR M/T,ใช้งาน,ส่วนกลางวิศวะ+จป.,TFS54HPY- A9947315,4JA1- E19865,ISUZU - 4JA1,87,2.5,5กศ-6916 กทม.,,10/1/2569,"4,896.00",กลุ่ม 2 /ไม่เกิน 150 ลิตร,PU,231000000000,ISUZU,รถปิคอัพ,10/1/2535
Vehicle,1000,ศูนย์ซ่อมสระบุรี_1000,PU-201,รถกระบะตอนเดียว ISUZU TFR M/T,Stand by/รอใช้งาน,ว่าง/คืน11คัน/OK,TFRS4H-A9726543,4JA1-C70002,ISUZU-4JA1,90,2.5,ยก-9751 กทม.,,1/2/2569,900,กลุ่ม 1 /ไม่เกิน 100 ลิตร,PU,131000000000,ISUZU,รถปิคอัพ,1/2/2537
Vehicle,1000,แพล้นท์ยางบางปะหัน_1000,PU-230,รถกระบะตอนครึ่ง ISUZU TFR M/T,Stand by/รอใช้งาน,ว่าง/คืน11คัน,TFR54HP-A9320058,4JA1-D29181,ISUZU-4JA1,90,0,2ฒส1295 กทม.,,10/1/2569,900,กลุ่ม 2 /ไม่เกิน 150 ลิตร,PU,131000000000,ISUZU,รถปิคอัพ,10/1/2538
Vehicle,1000,แพล้นท์ยางตรัง_1000,PU-231,รถกระบะตอนครึ่ง ISUZU TFR M/T,ใช้งาน,,TFR54HP-A9324977,4JA1-D33470,ISUZU-4JA1,90,0,2ฒส1302 กทม.,13/12/2568,10/1/2569,900,กลุ่ม 2 /ไม่เกิน 150 ลิตร,PU,131000000000,ISUZU,รถปิคอัพ,10/1/2538
Vehicle,3000,อ่างเก็บน้ำห้วยฉลอม ตาก,PU-244,รถกระบะตอนเดียว ISUZU TFR M/T,ใช้งาน,,TFR54HPY-A9366468,4JA1-D69471,ISUZU-4JA1,90,0,บจ-1573 สระบุรี,,16/6/2569,900,กลุ่ม 1 /ไม่เกิน 100 ลิตร,PU,331000000000,ISUZU,รถปิคอัพ,16/6/2538
Vehicle,3000,อ่างเก็บน้ำห้วยฉลอม ตาก,PU-252,รถกระบะตอนเดียว ISUZU TFR M/T,ใช้งาน,อยู่ 4-7,TFR54H-A-9376374,4JA1 D79317,ISUZU-4JA1,90,0,บจ-1774 สระบุรี,,29/6/2569,900,กลุ่ม 2 /ไม่เกิน 150 ลิตร,PU,331000000000,ISUZU,รถปิคอัพ,29/6/2538
Vehicle,2000,ศูนย์ซ่อมสระบุรี_2000,PU-256,รถกระบะตอนครึ่ง ISUZU TFR M/T,ใช้งาน,,TFR54HPY-A-9383000,4JA1 D84323,ISUZU-4JA1,90,0,บจ-2278 สระบุรี,,27/7/2569,900,กลุ่ม 1 /ไม่เกิน 100 ลิตร,PU,231000000000,ISUZU,รถปิคอัพ,27/7/2538
Vehicle,2000,ควนกุน ตอน 1,PU-257,รถกระบะตอนครึ่ง ISUZU TFR M/T,ใช้งาน,ว่าง/คืน11คัน/OK/ตรัง,TFS54HPY- A977704,4JA1- B803176,ISUZU - 4JA1,90,"2,499",บจ-2279 สระบุรี,,27/7/2569,900,กลุ่ม 1 /ไม่เกิน 100 ลิตร,PU,231000000000,ISUZU,รถปิคอัพ,27/7/2538
Vehicle,1000,ศูนย์ซ่อมสระบุรี_1000,PU-266,รถกระบะตอนครึ่ง ISUZU TFR M/T,Stand by/รอย้าย,ว่าง/คืน/จอด,TFR54HP-A9394740,4JA1-D93093,ISUZU-4JA1,90,0,บจ-3525 สระบุรี,,9/10/2569,900,,PU,131000000000,ISUZU,รถปิคอัพ,9/10/2538
Vehicle,1000,ศูนย์ซ่อมสระบุรี_1000,PU-293,รถกระบะตอนครึ่ง ISUZU TFR M/T,Stand by/รอใช้งาน,ว่าง/คืน11คัน,TFR54HP-A-9220550,4JA1 E-13473,ISUZU-4JA1,90,0,2ฒษ3630 กทม.,,19/12/2568,900,กลุ่ม 2 /ไม่เกิน 150 ลิตร,PU,131000000000,ISUZU,รถปิคอัพ,19/12/2538
Vehicle,2000,ถนนวงแหวนรอบเมืองตรัง ตอน บ.ควนปริง,PU-305,รถกระบะตอนครึ่ง ISUZU TFR M/T,ใช้งาน,,TFR54HP-A9261300,4JA1-E47863,ISUZU-4JA1,90,0,2ฒฐ-2403 กทม.,,25/3/2569,900,กลุ่ม 2 /ไม่เกิน 150 ลิตร,PU,231000000000,ISUZU,รถปิคอัพ,25/3/2539
Vehicle,2000,ศูนย์ซ่อมกระบี่_2000,PU-312,รถกระบะตอนครึ่ง ISUZU TFR M/T,ใช้งาน,,TFR54HP-A-9265027,4JA1-E51650,ISUZU-4JA1,90,0,บจ-6782 สระบุรี,,23/4/2569,900,กลุ่ม 3 /ไม่เกิน 250 ลิตร,PU,231000000000,ISUZU,รถปิคอัพ,23/4/2539
Vehicle,1000,ศูนย์ซ่อมตรัง_2000,PU-319,รถกระบะตอนครึ่ง ISUZU RODIO 4WD M/T,ใช้งาน,กินOIL,TFS54HPY-A9306231,4JA1-D20394,ISUZU-4JA1,90,0,บจ-7470 สระบุรี,21/5/2569,30/5/2569,"1,050.00",กลุ่ม 2 /ไม่เกิน 150 ลิตร,PU,131000000000,ISUZU,รถปิคอัพ,30/5/2539
Vehicle,2000,แพล้นท์ Segment สระบุรี_1000,PU-321,รถกระบะตอนเดียว ISUZU TFR M/T,ใช้งาน,,TFR54HB A-9286774,4JA1-E-69407,ISUZU-4JA1,90,0,บจ-7410 สระบุรี,,28/5/2566,900,กลุ่ม 2 /ไม่เกิน 150 ลิตร,PU,231000000000,ISUZU,รถปิคอัพ,28/5/2540
Vehicle,1000,ทล.3901ตอน2.2_1000,PU-325,รถกระบะตอนเดียว ISUZU TFR M/T,ใช้งาน,,TFR54HP-A9288957,4JA1-E70510,ISUZU-4JA1,90,0,บจ-7602 สระบุรี,17/9/2569,6/6/2569,900,กลุ่ม 2 /ไม่เกิน 150 ลิตร,PU,131000000000,ISUZU,รถปิคอัพ,6/6/2539
Vehicle,1000,ศูนย์ซ่อมตรัง_2000,PU-326,รถกระบะตอนเดียว ISUZU TFR M/T,ใช้งาน,,TFR54HL-A9100272,4JA1-E79184,ISUZU-4JA1,90,0,บจ-8227 สระบุรี,16/3/2569,12/7/2569,900,กลุ่ม 1 /ไม่เกิน 100 ลิตร,PU,131000000000,ISUZU,รถปิคอัพ,12/7/2539
Vehicle,1000,อ่างเก็บน้ำห้วยฉลอม ตาก,PU-332,รถกระบะตอนครึ่ง ISUZU TFR M/T,Stand by/รอใช้งาน,ว่าง/คืน11คัน,TFR54HPY-A9296985,4JA1-E77968,ISUZU-4JA1,90,0,บจ-8024 สระบุรี,3/9/2568,1/7/2569,900,กลุ่ม 2 /ไม่เกิน 150 ลิตร,PU,131000000000,ISUZU,รถปิคอัพ,1/7/2539
Vehicle,1000,ถนนวงแหวนรอบเมืองตรัง ตอน บ.ควนปริง,PU-333,รถกระบะตอนครึ่ง ISUZU TFR M/T,ใช้งาน,SURVEY,TFR54HPY-A9297010,4JA1-E77993,ISUZU-4JA1,90,0,บจ-8026 สระบุรี,,1/7/2569,900,กลุ่ม 2 /ไม่เกิน 150 ลิตร,PU,131000000000,ISUZU,รถปิคอัพ,1/7/2539
Vehicle,1000,สนญ CCSP,PU-335,รถกระบะตอนเดียว ISUZU TFR M/T,เสีย/รอซ่อม,,TFR54HL-A9107025,4JA1-E86417,ISUZU-4JA1,90,0,บจ-8030 สระบุรี,2/4/2569,1/7/2569,900,กลุ่ม 2 /ไม่เกิน 150 ลิตร,PU,131000000000,ISUZU,รถปิคอัพ,1/7/2539
Vehicle,1000,ถนนวงแหวนรอบเมืองตรัง ตอน บ.ควนปริง,PU-345,รถกระบะ4ประตู ISUZU TFR M/T,ใช้งาน,,TFR54HYL-A9111565,4JA1-E89157,ISUZU-4JA1,90,2.5,พก-5937 กทม.,,15/8/2569,"4,896.00",กลุ่ม 2 /ไม่เกิน 150 ลิตร,PU,131000000000,ISUZU,รถปิคอัพ,15/8/2539
Vehicle,1000,ศูนย์ซ่อมสระบุรี_2000,PU-349,รถกระบะตอนเดียว ISUZU TFR M/T,ใช้งาน,,TFR54HL-A9128225,4JA1-F03355,ISUZU-4JA1,90,0,บจ-8634 สระบุรี,29/4/2569,6/8/2569,900,กลุ่ม 1 /ไม่เกิน 100 ลิตร,PU,131000000000,ISUZU,รถปิคอัพ,6/8/2539
Vehicle,1000,อ่างเก็บน้ำห้วยฉลอม ตาก,PU-377,รถกระบะแวน5ประตู ISUZU TFR M/T,ใช้งาน,ใช้งานโรงซ่อม/อยู่ 4-7,TFR54HY-9934884,4JA1-B11054,ISUZU-4JA1,87,"2,499",ฮฐ-2039 กทม.,,1/10/2569,"1,300.00",กลุ่ม 1 /ไม่เกิน 100 ลิตร,PU,131000000000,ISUZU,รถปิคอัพ,1/10/2534
Vehicle,1000,อ่างเก็บน้ำห้วยฉลอม ตาก,PU-384,รถกระบะตอนครึ่ง ISUZU TFR M/T,ใช้งาน,อยู่ 4-7,TFR.54HP A-9151511,"ISUZU,4JA1-F22076",ISUZU-4JA1,90,0,2ฒน-5770 กทม.,16/3/2569,8/1/2569,900,กลุ่ม 2 /ไม่เกิน 150 ลิตร,PU,131000000000,ISUZU,รถปิคอัพ,8/1/2540
Vehicle,1000,ทล.3901ตอน2.2_1000,PU-386,รถกระบะตอนครึ่ง ISUZU TFR M/T,ใช้งาน,,TFR54HP A-9151517,"ISUZU,4JA1-F22082",ISUZU-4JA1,90,2.5,2ฒน-5763 กทม.,20/4/2569,8/1/2569,900,กลุ่ม 2 /ไม่เกิน 150 ลิตร,PU,131000000000,ISUZU,รถปิคอัพ,8/1/2540
Vehicle,1000,หน่วยงานสระบุรี(ส่วนกลาง),PU-391,รถกระบะตอนครึ่ง ISUZU TFR M/T,ใช้งาน,,TFR.54HP A-9180459,"ISUZU,4JA1-F43566",ISUZU-4JA1,90,0,2ฒผ-4359 กทม.,11/4/2569,3/3/2569,900,กลุ่ม 1 /ไม่เกิน 100 ลิตร,PU,131000000000,ISUZU,รถปิคอัพ,3/3/2540
Vehicle,2000,ทล.3901ตอน2.2_2000,PU-395,รถกระบะตอนเดียว ISUZU TFR M/T,Stand by/รอใช้งาน,ว่าง/คืน11คัน,TFR.54H A-9195906,"ISUZU,4JA1-F56045",ISUZU-4JA1,90,0,1ฒศ-8707 กทม.,,3/3/2569,900,,PU,231000000000,ISUZU,รถปิคอัพ,3/3/2540
Vehicle,1000,หน่วยงานสระบุรี(ส่วนกลาง),PU-396,รถกระบะตอนเดียว ISUZU TFR M/T,ใช้งาน,,TFR.54H A-9195907,"ISUZU,4JA1-F56046",ISUZU-4JA1,90,0,2ฒผ-5198 กทม.,26/5/2569,3/3/2569,900,กลุ่ม 2 /ไม่เกิน 150 ลิตร,PU,131000000000,ISUZU,รถปิคอัพ,3/3/2540
Vehicle,2000,ศูนย์ซ่อมสระบุรี_2000,PU-397,รถกระบะ4ประตู TOYOTA LN106 4WD M/T,Stand by/รอใช้งาน,ว่าง/สระบุรี,145368,4218695,TOYOTA/3 L,0,0,พม.8660 กทม.,,,0,,PU,231000000000,TOYOTA,รถปิคอัพ,16/5/2540
Vehicle,1000,ศูนย์ซ่อมกระบี่_2000,PU-400,รถกระบะตอนครึ่ง ISUZU TFR M/T,ใช้งาน,,TFR54HPC-V7123050,4JA1-F89624,ISUZU-4JA1,90,0,ปฉ-15 กทม.,20/4/2569,22/8/2569,900,กลุ่ม 2 /ไม่เกิน 150 ลิตร,PU,131000000000,ISUZU,รถปิคอัพ,22/8/2540
